source_lang,target_lang,source_term,target_term,category
en,zh,SSPR,SSPR,微软术语
en,zh,additional verification,附加验证,微软术语
en,zh,App Lock,应用锁定,微软术语
en,zh,Expression picker,表情选取器,微软术语
en,zh,Microsoft Certified Partner,Microsoft 认证合作伙伴,微软术语
en,zh,WORM requirement,WORM 要求,微软术语
en,zh,Microsoft identity platform,Microsoft 标识平台,微软术语
en,zh,Microsoft identity platform for developers,适用于开发人员的 Microsoft 标识平台,微软术语
en,zh,care coordination,护理协调员,微软术语
en,zh,Educator Center,教师中心,微软术语
en,zh,Microsoft Graph data connect,Microsoft Graph 数据连接,微软术语
en,zh,Sound It Out,朗读,微软术语
en,zh,NAT Gateway,NAT 网关,微软术语
en,zh,long running,长期,微软术语
en,zh,managed threat hunting,托管危险搜寻,微软术语
en,zh,flavor,风格,微软术语
en,zh,query folding,查询折叠,微软术语
en,zh,preservation policy,保留策略,微软术语
en,zh,per-mailbox litigation hold report,每个邮箱诉讼保留报告,微软术语
en,zh,broadcast group,广播组,微软术语
en,zh,sensitivity label,敏感度标签,微软术语
en,zh,Advanced Data Security,高级数据安全,微软术语
en,zh,Project Gesture,项目手势,微软术语
en,zh,Project Event Tracking,项目事件追踪,微软术语
en,zh,Project Local Insights,项目本地见解,微软术语
en,zh,Group Insights,组见解,微软术语
en,zh,whaling,网络捕鲸,微软术语
en,zh,confidence trick,骗局,微软术语
en,zh,confidence level,可信度,微软术语
en,zh,user risk policy,用户风险策略,微软术语
en,zh,user risk security policy,用户风险安全策略,微软术语
en,zh,sign-in risk policy,登录风险策略,微软术语
en,zh,MFA registration policy,MFA 注册策略,微软术语
en,zh,multi-factor authentication registration policy,多重身份验证注册策略,微软术语
en,zh,multifactor authentication registration policy,多重身份验证注册策略,微软术语
en,zh,Windows Template Studio,Windows Template Studio,微软术语
en,zh,WTS,WTS,微软术语
en,zh,ONNX,ONNX,微软术语
en,zh,Open Neural Network Exchange,Open Neural Network Exchange,微软术语
en,zh,spatial intelligence,空间智能,微软术语
en,zh,smart space,智能空间,微软术语
en,zh,Legal Hold,法定保留,微软术语
en,zh,Shift campaign,转变活动,微软术语
en,zh,Attendance,出勤,微软术语
en,zh,public managed group,公共管理组,微软术语
en,zh,activation key,激活密钥,微软术语
en,zh,local web UI,本地 Web UI,微软术语
en,zh,local UI,本地 UI,微软术语
en,zh,log package,日志包,微软术语
en,zh,support package,支持包,微软术语
en,zh,diagnostic test,诊断测试,微软术语
en,zh,disk resiliency,磁盘复原能力,微软术语
en,zh,data mobility,数据移动,微软术语
en,zh,unhealthy,运行不正常,微软术语
en,zh,inner exception,内部异常,微软术语
en,zh,privilege escalation,特权提升,微软术语
en,zh,Project Answer Search,项目答案搜索,微软术语
en,zh,Project Acoustics,项目音响效果,微软术语
en,zh,credential theft,凭据盗窃,微软术语
en,zh,Project Ink Analysis,项目墨迹分析,微软术语
en,zh,Network planner,网络规划器,微软术语
en,zh,education preview,教育版预览,微软术语
en,zh,.glb,.glb,微软术语
en,zh,Vote,投票,微软术语
en,zh,extended retention,延长保持,微软术语
en,zh,Service REST API,服务 REST API,微软术语
en,zh,Azure IoT Tools,Azure IoT Tools,微软术语
en,zh,module identity,模块标识,微软术语
en,zh,module twin,模块孪生,微软术语
en,zh,operations monitoring,操作监视,微软术语
en,zh,twin query,孪生查询,微软术语
en,zh,twin synchronization,孪生同步,微软术语
en,zh,Completed dispositions,完成的处置,微软术语
en,zh,overage data at rest,超额静态数据,微软术语
en,zh,BFS,BFS,微软术语
en,zh,Bot Framework Service,Bot Framework Service,微软术语
en,zh,Infrastructure Security,基础结构安全,微软术语
en,zh,dynamic site acceleration,动态站点加速,微软术语
en,zh,IP acceleration,IP 加速,微软术语
en,zh,Standard Plus,标准增强层,微软术语
en,zh,audit hold,审核保留,微软术语
en,zh,split view mode,拆分视图模式,微软术语
en,zh,Split Window View,拆分窗口视图,微软术语
en,zh,runner,运行器,微软术语
en,zh,Device Update Center,设备更新中心,微软术语
en,zh,Azure IoT Device Management,Azure IoT 设备管理,微软术语
en,zh,HSM-protected,受 HSM 保护,微软术语
en,zh,hunt,搜寻,微软术语
en,zh,cyber threat hunting,网络威胁搜寻,微软术语
en,zh,hunting,搜寻,微软术语
en,zh,reserved group,保留组,微软术语
en,zh,official file,正式文件,微软术语
en,zh,Office 365 identity,Office 365 标识,微软术语
en,zh,public IP,公共 IP,微软术语
en,zh,Cloud Voicemail,云语音邮件,微软术语
en,zh,Microsoft Cloud Voicemail,Microsoft 云语音邮件,微软术语
en,zh,Cloud Org Auto Attendant,云组织自动助理,微软术语
en,zh,HDInsight Tools for Visual Studio Code,HDInsight Tools for Visual Studio Code,微软术语
en,zh,Cloud Call Data Connector,云呼叫数据中心,微软术语
en,zh,Post Office Protocol,邮局协议,微软术语
en,zh,React Native Tools,Reactive Native 工具,微软术语
en,zh,packager,包生成工具,微软术语
en,zh,bundle cache,捆绑缓存,微软术语
en,zh,element inspector,元素检查器,微软术语
en,zh,DATEDIFF,DATEDIFF,微软术语
en,zh,DATEADD,DATEADD,微软术语
en,zh,ISNULL,ISNULL,微软术语
en,zh,GETDATE,GETDATE,微软术语
en,zh,sp_executesql,sp_executesql,微软术语
en,zh,xp_cmdshell,xp_cmdshell,微软术语
en,zh,sp_send_dbmail,sp_send_dbmail,微软术语
en,zh,substring,substring,微软术语
en,zh,privileged access,特权访问,微软术语
en,zh,deployment plan,部署计划,微软术语
en,zh,manufacturer,制造商,微软术语
en,zh,Connect-MsolService,Connect-MsolService,微软术语
en,zh,Invoke-Sqlcmd,Invoke-Sqlcmd,微软术语
en,zh,Get-AzureADUser,Get-AzureADUser,微软术语
en,zh,Get-MsolUser,Get-MsolUser,微软术语
en,zh,billing scope,计费范围,微软术语
en,zh,billing management,计费管理,微软术语
en,zh,Run Command,运行命令,微软术语
en,zh,Monitoring & reports,监视和报告,微软术语
en,zh,Red Hat solution on Azure,Azure 上的 Red Hat 解决方案,微软术语
en,zh,gist,Gist,微软术语
en,zh,GitHub Enterprise,GitHub Enterprise,微软术语
en,zh,authentication code,验证码,微软术语
en,zh,private repository,专用存储库,微软术语
en,zh,GitHub for Visual Studio,适用于 Visual Studio 的 GitHub,微软术语
en,zh,Ultra Disks,Ultra Disks,微软术语
en,zh,disk reservation,磁盘预留,微软术语
en,zh,Private Link,专用链接,微软术语
en,zh,Azure Private Link,Azure 专用链接,微软术语
en,zh,private endpoint,专用终结点,微软术语
en,zh,Start hunting,开始搜寻,微软术语
en,zh,Email & data,电子邮件和数据,微软术语
en,zh,Policies,策略,微软术语
en,zh,sync metadata database,同步元数据数据库,微软术语
en,zh,agent key,代理密钥,微软术语
en,zh,collaborative debugging session,协作调试会话,微软术语
en,zh,collaboration session host,协作会话主持人,微软术语
en,zh,connection mode,连接模式,微软术语
en,zh,Label policies,标签策略,微软术语
en,zh,Sensitivity info types,敏感信息类型,微软术语
en,zh,Label analytics,标签分析,微软术语
en,zh,Alerts,警报,微软术语
en,zh,More resources,更多资源,微软术语
en,zh,cloud relay,云中继,微软术语
en,zh,Focus Participants,与会者请注意,微软术语
en,zh,Application developer,应用程序开发人员,微软术语
en,zh,Cloud application administrator,云应用程序管理员,微软术语
en,zh,Cloud device administrator,云设备管理员,微软术语
en,zh,Conditional access administrator,条件访问管理员,微软术语
en,zh,Device administrators,设备管理员,微软术语
en,zh,Directory readers,目录读取者,微软术语
en,zh,Directory synchronization accounts,目录同步帐户,微软术语
en,zh,Directory writers,目录写入者,微软术语
en,zh,Dynamics 365 administrator,Dynamics 365 管理员,微软术语
en,zh,Dynamics 365 service administrator,Dynamics 365 服务管理员,微软术语
en,zh,CRM service administrator,CRM 服务管理员,微软术语
en,zh,global admin,全局管理员,微软术语
en,zh,Company administrator,公司管理员,微软术语
en,zh,Guest inviter,来宾邀请者,微软术语
en,zh,Information Protection administrator,信息保护管理员,微软术语
en,zh,Intune administrator,Intune 管理员,微软术语
en,zh,Intune service administrator,Intune 服务管理员,微软术语
en,zh,License administrator,许可证管理员,微软术语
en,zh,Message Center reader,消息中心读取者,微软术语
en,zh,Helpdesk administrator,支持管理员,微软术语
en,zh,Power Bi administrator,Power BI 管理员,微软术语
en,zh,Power BI service administrator,Power BI 服务管理员,微软术语
en,zh,Privileged role administrator,特权角色管理员,微软术语
en,zh,Reports reader,报告读取者,微软术语
en,zh,Service support administrator,服务支持管理员,微软术语
en,zh,SharePoint administrator,SharePoint 管理员,微软术语
en,zh,SharePoint service administrator,SharePoint 服务管理员,微软术语
en,zh,Skype for Business administrator,Skype for Business 管理员,微软术语
en,zh,Lync service administrator,Lync 服务管理员,微软术语
en,zh,Teams communications administrator,Teams 通信管理员,微软术语
en,zh,Teams communications support engineer,Teams 通信支持工程师,微软术语
en,zh,Teams communications support specialist,Teams 通信支持专员,微软术语
en,zh,User account administrator,用户帐户管理员,微软术语
en,zh,Teams service administrator,Teams 服务管理员,微软术语
en,zh,Authentication administrator,身份验证管理员,微软术语
en,zh,Customer Lockbox access approver,客户密码箱访问审批者,微软术语
en,zh,Microsoft Cloud Agreement,Microsoft 云协议,微软术语
en,zh,C&C,C&C,微软术语
en,zh,C2,C2,微软术语
en,zh,Data investigations,数据调查,微软术语
en,zh,Data subject requests,数据主体请求,微软术语
en,zh,weaponized information,武器化信息,微软术语
en,zh,policy trigger,政策触发,微软术语
en,zh,Azure Red Hat OpenShift,Azure Red Hat OpenShift,微软术语
en,zh,Ultra,超高性能,微软术语
en,zh,cache instance,缓存实例,微软术语
en,zh,Azure EA Migration Credit,Azure EA 迁移额度,微软术语
en,zh,pooled database,共用数据库,微软术语
en,zh,instance database,实例数据库,微软术语
en,zh,password-less,无密码,微软术语
en,zh,passwordless,无密码,微软术语
en,zh,DTU-based purchasing model,基于 DTU 的购买模型,微软术语
en,zh,purchasing model,购买模型,微软术语
en,zh,password-less authentication,无密码身份验证,微软术语
en,zh,passwordless authentication,无密码身份验证,微软术语
en,zh,vCore-based purchasing model,基于 vCore 的购买模型,微软术语
en,zh,Zero Trust,零信任,微软术语
en,zh,compute size,计算大小,微软术语
en,zh,storage amount,存储量,微软术语
en,zh,virtual network service endpoint,虚拟网络服务终结点,微软术语
en,zh,virtual network rule,虚拟网络规则,微软术语
en,zh,Microsoft Cyber Defense Operations Center,Microsoft 网络防御运营中心,微软术语
en,zh,Cyber Defense Operations Center,网络防御运营中心,微软术语
en,zh,CDOC,CDOC,微软术语
en,zh,Microsoft intelligence report,Microsoft 智能报告,微软术语
en,zh,intelligence report,智能报告,微软术语
en,zh,security intelligence report,安全智能报告,微软术语
en,zh,Microsoft security intelligence report,Microsoft 安全智能报告,微软术语
en,zh,hack,黑客攻击,微软术语
en,zh,Security Response Center,安全响应中心,微软术语
en,zh,Microsoft Security Response Center,Microsoft 安全响应中心,微软术语
en,zh,MSRC,MSRC,微软术语
en,zh,logical isolation,逻辑隔离,微软术语
en,zh,Log Analytics workspace,Log Analytics 工作区,微软术语
en,zh,log analytics,日志分析,微软术语
en,zh,rate limiting,速率限制,微软术语
en,zh,Enterprise Disability Answer Desk,企业级辅助功能咨询台,微软术语
en,zh,Office Accessibility Center,Office 辅助功能中心,微软术语
en,zh,SYN flood,SYN 淹没攻击,微软术语
en,zh,Syn cookie,SYN cookie,微软术语
en,zh,Static Data Masking,静态数据掩码,微软术语
en,zh,data masking,数据掩码,微软术语
en,zh,Office 365 US Government plans,Office 365 US 政府计划,微软术语
en,zh,State Configuration,State Configuration,微软术语
en,zh,policy framework,政策框架,微软术语
en,zh,protected health information,受保护健康信息,微软术语
en,zh,PHI,PHI,微软术语
en,zh,business associate,业务伙伴,微软术语
en,zh,Microsoft Antimalware,Microsoft Antimalware,微软术语
en,zh,Microsoft Professional Services,Microsoft 专业服务,微软术语
en,zh,Professional Services,专业服务,微软术语
en,zh,Growth Center,发展中心,微软术语
en,zh,entitlement management,权利管理,微软术语
en,zh,My Access,我的访问权限,微软术语
en,zh,business justification,业务理由,微软术语
en,zh,access package,访问包,微软术语
en,zh,data capacity,数据容量,微软术语
en,zh,Anomaly Detector,异常检测器,微软术语
en,zh,logs,日志,微软术语
en,zh,burn job,刻录作业,微软术语
en,zh,Microsoft Azure Sentinel,Microsoft Azure Sentinel,微软术语
en,zh,Azure Sentinel,Azure Sentinel,微软术语
en,zh,Sentinel,Sentinel,微软术语
en,zh,Microsoft Sentinel,Microsoft Sentinel,微软术语
en,zh,reference data set,参考数据集,微软术语
en,zh,junk,标记垃圾邮件,微软术语
en,zh,unjunk,取消标记垃圾邮件,微软术语
en,zh,sensitive word list,敏感词汇列表,微软术语
en,zh,sensitive word,敏感词汇,微软术语
en,zh,consumer group,使用者组,微软术语
en,zh,time series ID,时序 ID,微软术语
en,zh,Time Series Insights Explorer,Azure 时序见解资源管理器,微软术语
en,zh,Ink to Table,将墨迹转换为表格,微软术语
en,zh,quiet day,免打扰日,微软术语
en,zh,Quiet days,免打扰日,微软术语
en,zh,Wellbeing,放松休息,微软术语
en,zh,Focus and Wellbeing,专注工作和放松休息,微软术语
en,zh,App Directory,应用目录,微软术语
en,zh,call queue,呼叫队列,微软术语
en,zh,access restriction,访问限制,微软术语
en,zh,Azure Kinect DK,Azure Kinect DK,微软术语
en,zh,Kinect DK,Kinect DK,微软术语
en,zh,Microsoft Cybersecurity Reference Architecture,Microsoft 网络安全参考体系结构,微软术语
en,zh,Cybersecurity Reference Architecture,网络安全参考体系结构,微软术语
en,zh,Microsoft AccountGuard,Microsoft AccountGuard(帐户防护),微软术语
en,zh,AccountGuard,AccountGuard(帐户防护),微软术语
en,zh,AI-powered,AI 支持,微软术语
en,zh,Super Zoom,超级缩放,微软术语
en,zh,App Configuration,应用程序配置,微软术语
en,zh,Azure App Configuration,Azure 应用程序配置,微软术语
en,zh,Standard Contract,标准协定,微软术语
en,zh,image classifier,图像分类器,微软术语
en,zh,Bing Local Business Search,必应当地企业搜索,微软术语
en,zh,AI Insights,AI 见解,微软术语
en,zh,function browser,函数浏览器,微软术语
en,zh,VMware solution on Azure,Azure 上的 VMware 解决方案,微软术语
en,zh,Azure VMware solution,Azure VMware 解决方案,微软术语
en,zh,high performance,高性能,微软术语
en,zh,bandwidth schedule,带宽计划,微软术语
en,zh,reporting period,报告期,微软术语
en,zh,disk queue length,磁盘队列长度,微软术语
en,zh,data disk,数据磁盘,微软术语
en,zh,cloud upload throughput,云上传吞吐量,微软术语
en,zh,device group,设备组,微软术语
en,zh,organization-wide,组织范围内的,微软术语
en,zh,org-wide,组织范围内的,微软术语
en,zh,Cloud call queue,云呼叫队列,微软术语
en,zh,MVP Reconnect,MVP Reconnect,微软术语
en,zh,MVP Global Summit,MVP Global Summit,微软术语
en,zh,full-time employee,全职员工,微软术语
en,zh,Community Program Manager,社区计划经理,微软术语
en,zh,Regional Director,区域主管,微软术语
en,zh,RD,RD,微软术语
en,zh,contribution area,贡献领域,微软术语
en,zh,community leader,社区领袖,微软术语
en,zh,award,奖,微软术语
en,zh,Imagine Cup,Imagine Cup,微软术语
en,zh,document fingerprint,文档指纹,微软术语
en,zh,body fingerprint,正文指纹,微软术语
en,zh,Dispositions,处置,微软术语
en,zh,MVP global support channel,MVP 全球支持渠道,微软术语
en,zh,self-introduction,自我介绍,微软术语
en,zh,open-source,开放源代码,微软术语
en,zh,cybercriminal,网络罪犯,微软术语
en,zh,cybercrime,网络犯罪,微软术语
en,zh,custom role,自定义角色,微软术语
en,zh,limited administrator,受限的管理员,微软术语
en,zh,limited admin,受限的管理员,微软术语
en,zh,data lake,数据湖,微软术语
en,zh,unmanaged disk,非托管磁盘,微软术语
en,zh,terminal,终端,微软术语
en,zh,integrated terminal,集成终端,微软术语
en,zh,warm query,暖查询,微软术语
en,zh,Azure Blob File System,Azure Blob File System,微软术语
en,zh,ABFS,ABFS,微软术语
en,zh,quickstart template,快速启动模板,微软术语
en,zh,Microsoft Fakes,Microsoft Fakes,微软术语
en,zh,Fakes,Fakes,微软术语
en,zh,influencer,影响者,微软术语
en,zh,evangelist,技术传播者,微软术语
en,zh,digital signage,数字标牌,微软术语
en,zh,Kaizala Web,Kaizala Web,微软术语
en,zh,line hunting,寻线,微软术语
en,zh,table_array,表数组,微软术语
en,zh,page conflict,页面冲突,微软术语
en,zh,collaboration time,协作时间,微软术语
en,zh,device stream,设备流,微软术语
en,zh,filter restatement,筛选器重述,微软术语
en,zh,row index,行索引,微软术语
en,zh,column index,列索引,微软术语
en,zh,rational root,有理根,微软术语
en,zh,Sum Rule,求和规则,微软术语
en,zh,sum rule in integration,积分求和规则,微软术语
en,zh,polynomial,多项式,微软术语
en,zh,rational number,有理数,微软术语
en,zh,staff member,员工成员,微软术语
en,zh,verification letter,验证信,微软术语
en,zh,Secret Chat,私密聊天,微软术语
en,zh,unregistered user,未注册的用户,微软术语
en,zh,Azure Blockchain,Azure 区块链,微软术语
en,zh,Azure Blockchain Service,Azure 区块链服务,微软术语
en,zh,Remote Office diagnostic data viewing,远程 Office 诊断数据查看,微软术语
en,zh,Office diagnostic data,Office 诊断数据,微软术语
en,zh,transaction node,事务节点,微软术语
en,zh,validator node,验证器节点,微软术语
en,zh,Office diagnostic data viewing,Office 诊断数据查看,微软术语
en,zh,Office connection string,Office 连接字符串,微软术语
en,zh,Citus,Citus,微软术语
en,zh,Hyperscale (Citus),超大规模 (Citus),微软术语
en,zh,coordinator node,协调器节点,微软术语
en,zh,worker node,工作器节点,微软术语
en,zh,Form Recognizer,表单识别器,微软术语
en,zh,Azure Form Recognizer,Azure 表单识别器,微软术语
en,zh,Ink Recognizer,墨迹识别器,微软术语
en,zh,Personalizer,个性化体验创建服务,微软术语
en,zh,cool data,冷数据,微软术语
en,zh,hot data,热数据,微软术语
en,zh,Quick Query,快速查询,微软术语
en,zh,bot protection,机器人防护,微软术语
en,zh,conversation transcription,对话听录,微软术语
en,zh,required diagnostic data,必需诊断数据,微软术语
en,zh,connected experience,连接体验,微软术语
en,zh,additional optional connected experience,其他可选的连接体验,微软术语
en,zh,necessary service data,必要服务数据,微软术语
en,zh,customer content,客户内容,微软术语
en,zh,functional data,功能数据,微软术语
en,zh,service diagnostic data,服务诊断数据,微软术语
en,zh,essential service,基本服务,微软术语
en,zh,IoT security,IoT 安全性,微软术语
en,zh,image extraction,图像提取,微软术语
en,zh,multiplayer server,多人服务器,微软术语
en,zh,service management,服务管理,微软术语
en,zh,terminal access point,终端接入点,微软术语
en,zh,hands-free,免手动,微软术语
en,zh,optional diagnostic data,可选诊断数据,微软术语
en,zh,software setup and inventory data,软件设置和库存数据,微软术语
en,zh,product and service usage data,产品和服务使用数据,微软术语
en,zh,product and service performance data,产品和服务性能数据,微软术语
en,zh,device connectivity and configuration data,设备连接和配置数据,微软术语
en,zh,company data,公司数据,微软术语
en,zh,geo administrator,地区管理员,微软术语
en,zh,Exchange Multi-Geo,Exchange 多地理位置,微软术语
en,zh,SharePoint Multi-Geo,SharePoint Multi-Geo,微软术语
en,zh,OneDrive Multi-Geo,OneDrive Multi-Geo,微软术语
en,zh,multi-geo search,多地理位置搜索,微软术语
en,zh,multi-geo aware,多地理位置识别,微软术语
en,zh,multi-geo environment,多地理位置环境,微软术语
en,zh,preferred data location,首选数据位置,微软术语
en,zh,multi-geo configuration,多地理位置配置,微软术语
en,zh,central location,中心位置,微软术语
en,zh,geo-specific,特定地理位置,微软术语
en,zh,multi-geo license,多地理位置许可证,微软术语
en,zh,Multi-Geo Capabilities in Office 365,Office 365 中的多地理位置功能,微软术语
en,zh,Icons,图标,微软术语
en,zh,Exchange Online Multi-Geo,Exchange Online Multi-Geo,微软术语
en,zh,Azure Stack HCI,Azure Stack HCI,微软术语
en,zh,Hygiene Management,清洁管理,微软术语
en,zh,Compliance Management,合规性管理,微软术语
en,zh,Retention Management,保留管理,微软术语
en,zh,cloud file,云文件,微软术语
en,zh,Microsoft Defender Security Center,Microsoft Defender 安全中心,微软术语
en,zh,Mobility service,出行服务,微软术语
en,zh,document cracking,文档破解,微软术语
en,zh,faceted search,分面搜索,微软术语
en,zh,catalog creator,目录创建者,微软术语
en,zh,escalation approver,升级审批者,微软术语
en,zh,approval time-out,审批超时,微软术语
en,zh,enterprise application,企业应用程序,微软术语
en,zh,grant,授权,微软术语
en,zh,virtual field trip,虚拟实地旅程,微软术语
en,zh,information barrier,信息屏障,微软术语
en,zh,sender group,发件人组,微软术语
en,zh,recipient group,收件人组,微软术语
en,zh,linked service,链接服务,微软术语
en,zh,debug mode,调试模式,微软术语
en,zh,interactive authoring,交互式创作,微软术语
en,zh,SSISDB,SSISDB,微软术语
en,zh,noncompliant,不兼容,微软术语
en,zh,confidence threshold,可信度阈值,微软术语
en,zh,Now is the time to shift,是时候改变了,微软术语
en,zh,Jobs Light Compute,作业轻量计算,微软术语
en,zh,SSH host key,SSH 主机密钥,微软术语
en,zh,patient header,患者标头,微软术语
en,zh,pipeline run,管道运行,微软术语
en,zh,DBFS,DBFS,微软术语
en,zh,sink dataset,接收器数据集,微软术语
en,zh,parameterize,参数化,微软术语
en,zh,schema drift,架构偏差,微软术语
en,zh,Execute Pipeline activity,执行管道活动,微软术语
en,zh,If Condition activity,If 条件活动,微软术语
en,zh,collaboration branch,协作分支,微软术语
en,zh,visualized authoring experience,可视化创作体验,微软术语
en,zh,schedule trigger,计划触发器,微软术语
en,zh,reducer,减速器,微软术语
en,zh,2D,2D,微软术语
en,zh,3D asset,3D 资产,微软术语
en,zh,3D part,3D 部件,微软术语
en,zh,3D representation,3D 表示,微软术语
en,zh,3D toolkit,3D 工具包,微软术语
en,zh,air tap and hold,隔空敲击并按住,微软术语
en,zh,anchoring,定位,微软术语
en,zh,Arrow mode,箭头模式,微软术语
en,zh,Arrow tool,箭头工具,微软术语
en,zh,digital twin,数字孪生体,微软术语
en,zh,digital anchor,数字定位点,微软术语
en,zh,Dimensions view,尺寸视图,微软术语
en,zh,drill,钻取,微软术语
en,zh,Dynamics 365 Administration Center,Dynamics 365 管理中心,微软术语
en,zh,Dynamics 365 Guides,Dynamics 365 Guides,微软术语
en,zh,Guides,Guides,微软术语
en,zh,Example Guide,示例指南,微软术语
en,zh,Guides Analytics,Guides 分析,微软术语
en,zh,holographic,全息的,微软术语
en,zh,knob,旋钮,微软术语
en,zh,marker alignment,标记对齐,微软术语
en,zh,Microsoft Cloud Service,Microsoft Cloud Service,微软术语
en,zh,Microsoft Privacy Statement,Microsoft 隐私声明,微软术语
en,zh,noise cancellation,噪音消除,微软术语
en,zh,Outline page,大纲页面,微软术语
en,zh,Perspective view,透视图,微软术语
en,zh,polycount,多边形数量,微软术语
en,zh,PowerApps Admin Center,PowerApps 管理中心,微软术语
en,zh,PowerApps Plan 2,PowerApps 计划 2,微软术语
en,zh,Process Time-Tracking,处理时间 - 跟踪,微软术语
en,zh,raw model,原始模型,微软术语
en,zh,simplified model,简化模型,微软术语
en,zh,spectate,观看,微软术语
en,zh,tether,绳索,微软术语
en,zh,dotted line,虚线,微软术语
en,zh,texture mapping,纹理贴图,微软术语
en,zh,transcoder,转码器,微软术语
en,zh,Visio Add-in for Microsoft Dynamics 365 Layout,Microsoft Dynamics 365 Layout 的 Visio 加载项,微软术语
en,zh,Author mode,作者模式,微软术语
en,zh,Authoring mode,创作模式,微软术语
en,zh,interpupillary distance,瞳距,微软术语
en,zh,Guides (Preview),Guides(预览版),微软术语
en,zh,Microsoft Dynamics 365 Guides (Preview),Microsoft Dynamics 365 Guides(预览版),微软术语
en,zh,Microsoft Dynamics 365 Import Tool,Microsoft Dynamics 365 Import Tool,微软术语
en,zh,Import Tool,Import Tool,微软术语
en,zh,Import Tool (Preview),Import Tool(预览版),微软术语
en,zh,Microsoft Dynamics 365 Import Tool (Preview),Microsoft Dynamics 365 Import Tool(预览版),微软术语
en,zh,Dynamics 365 Remote Assist,Dynamics 365 Remote Assist,微软术语
en,zh,Microsoft Dynamics 365 Remote Assist,Microsoft Dynamics 365 Remote Assist,微软术语
en,zh,Remote Assist,Remote Assist,微软术语
en,zh,Azure governance,Azure 治理,微软术语
en,zh,mapping data flow,映射数据流,微软术语
en,zh,wrangling data flow,整理数据流,微软术语
en,zh,Copy activity,复制活动,微软术语
en,zh,trigger run,触发器运行,微软术语
en,zh,tumbling window trigger,翻转窗口触发器,微软术语
en,zh,Until activity,Until 活动,微软术语
en,zh,Batch Execution activity,批处理执行活动,微软术语
en,zh,Conferencing Attendant,会议助理,微软术语
en,zh,Conferencing Attendant application,会议助理应用程序,微软术语
en,zh,Microsoft Flow US Government,Microsoft Flow US Government,微软术语
en,zh,Power Apps US Government,Power Apps US Government,微软术语
en,zh,authority,机构/授权,微软术语
en,zh,Node Managed Identity,节点托管标识,微软术语
en,zh,Managed Identity Controller,托管标识控制器,微软术语
en,zh,DaemonSet,DaemonSet,微软术语
en,zh,skillset,技能组,微软术语
en,zh,knowledge store,知识存储,微软术语
en,zh,Data service,数据服务,微软术语
en,zh,Spatial Operations,空间操作,微软术语
en,zh,Geolocation service,地理位置服务,微软术语
en,zh,pod security policy,Pod 安全策略,微软术语
en,zh,Azure FXT Edge Filer,Azure FXT Edge Filer,微软术语
en,zh,parallel job,并行作业,微软术语
en,zh,pipeline artifact,管道工件,微软术语
en,zh,self-hosted agent,自托管代理,微软术语
en,zh,Azure SQL Edge,Azure SQL Edge,微软术语
en,zh,SQL Edge,SQL Edge,微软术语
en,zh,trim marker,剪裁标记,微软术语
en,zh,Office Mode,办公模式,微软术语
en,zh,people timeline,人员时间线,微软术语
en,zh,video view,视频视图,微软术语
en,zh,offline video,离线视频,微软术语
en,zh,eCDN,eCDN,微软术语
en,zh,enterprise content delivery network,企业内容分发网络,微软术语
en,zh,Microsoft Stream mobile,Microsoft Stream 移动应用,微软术语
en,zh,CH North,瑞士北部,微软术语
en,zh,conference bridge,会议网桥,微软术语
en,zh,hub and spoke,中心和分支,微软术语
en,zh,hub-and-spoke group,中心和分支组,微软术语
en,zh,megamenu,大幅网页菜单,微软术语
en,zh,mega menu,大幅网页菜单,微软术语
en,zh,replay attack,重放攻击,微软术语
en,zh,playback attack,重放攻击,微软术语
en,zh,Microsoft License Advisor,Microsoft 许可证顾问,微软术语
en,zh,License Advisor,许可证顾问,微软术语
en,zh,AI Builder,AI Builder,微软术语
en,zh,Azure Open Datasets,Azure 开放数据集,微软术语
en,zh,Open Datasets,开放数据集,微软术语
en,zh,Azure Tech Groups,Azure Tech Groups,微软术语
en,zh,HPC Cache,HPC 缓存,微软术语
en,zh,HPCCache,HPC 缓存,微软术语
en,zh,Azure HPC Cache,Azure HPC 缓存,微软术语
en,zh,IoT Plug and Play,IoT 即插即用,微软术语
en,zh,rights protection,权限保护,微软术语
en,zh,Media Search,媒体搜索,微软术语
en,zh,hosting plan,托管计划,微软术语
en,zh,image picker,图像选取器,微软术语
en,zh,Recent Media,最近的媒体,微软术语
en,zh,log dialog,日志对话,微软术语
en,zh,Azure-consistent storage,Azure 一致存储,微软术语
en,zh,DBCU,DBCU,微软术语
en,zh,named location,命名位置,微软术语
en,zh,lineage,世系,微软术语
en,zh,data lineage,数据世系,微软术语
en,zh,Azure Defender for IoT,Azure Defender for IoT,微软术语
en,zh,CDM,CDM,微软术语
en,zh,Common Data Model,Common Data Model,微软术语
en,zh,Modern Workplace,现代工作场所,微软术语
en,zh,focus plan,专注计划,微软术语
en,zh,phish,网络钓鱼,微软术语
en,zh,Making IT simpler with a modern workplace,现代工作场所让 IT 环境更便利,微软术语
en,zh,Azure Bastion,Azure Bastion,微软术语
en,zh,Asia,亚洲,微软术语
en,zh,South America,南美洲,微软术语
en,zh,Oceania,大洋洲,微软术语
en,zh,CH West,瑞士西部,微软术语
en,zh,Intercontinental,大洲间,微软术语
en,zh,Trans-Pacific,跨太平洋,微软术语
